i,star,start_time,end_time,exposure_time
637,V* RR Gem,2024-10-03 04:52:23.475,2024-10-03 04:52:48.475,25.0
638,V* RR Gem,2024-10-03 04:52:48.475,2024-10-03 04:53:13.475,25.0
639,V* RR Gem,2024-10-03 04:53:13.475,2024-10-03 04:53:38.475,25.0
640,V* RR Gem,2024-10-03 04:53:38.475,2024-10-03 04:54:03.475,25.0
641,V* RR Gem,2024-10-03 04:54:03.475,2024-10-03 04:54:28.475,25.0
642,V* RR Gem,2024-10-03 04:54:28.475,2024-10-03 04:54:53.475,25.0
643,V* U Lep,2024-10-03 04:55:56.154,2024-10-03 04:56:21.154,25.0
644,V* U Lep,2024-10-03 04:56:21.154,2024-10-03 04:56:46.154,25.0
645,V* U Lep,2024-10-03 04:56:46.154,2024-10-03 04:57:11.154,25.0
646,V* U Lep,2024-10-03 04:57:11.154,2024-10-03 04:57:36.154,25.0
647,V* U Lep,2024-10-03 04:57:36.154,2024-10-03 04:58:01.154,25.0
648,V* U Lep,2024-10-03 04:58:01.154,2024-10-03 04:58:26.154,25.0
649,V* U Lep,2024-10-03 04:58:26.154,2024-10-03 04:58:51.154,25.0
650,V* U Lep,2024-10-03 04:58:51.154,2024-10-03 04:59:16.154,25.0
651,V* U Lep,2024-10-03 04:59:16.154,2024-10-03 04:59:41.154,25.0
652,V* U Lep,2024-10-03 04:59:41.154,2024-10-03 05:00:06.154,25.0
653,V* U Lep,2024-10-03 05:00:06.154,2024-10-03 05:00:31.154,25.0
654,V* U Lep,2024-10-03 05:00:31.154,2024-10-03 05:00:56.154,25.0
655,V* U Lep,2024-10-03 05:00:56.154,2024-10-03 05:01:21.154,25.0
656,V* U Lep,2024-10-03 05:01:21.154,2024-10-03 05:01:46.154,25.0
657,V* U Lep,2024-10-03 05:01:46.154,2024-10-03 05:02:11.154,25.0
658,V* U Lep,2024-10-03 05:02:11.154,2024-10-03 05:02:36.154,25.0
659,V* U Lep,2024-10-03 05:02:36.154,2024-10-03 05:03:01.154,25.0
660,V* U Lep,2024-10-03 05:03:01.154,2024-10-03 05:03:26.154,25.0
661,V* U Lep,2024-10-03 05:03:26.154,2024-10-03 05:03:51.154,25.0
662,V* U Lep,2024-10-03 05:03:51.154,2024-10-03 05:04:16.154,25.0
663,V* U Lep,2024-10-03 05:04:16.154,2024-10-03 05:04:41.154,25.0
664,V* U Lep,2024-10-03 05:04:41.154,2024-10-03 05:05:06.154,25.0
665,V* U Lep,2024-10-03 05:05:06.154,2024-10-03 05:05:31.154,25.0
666,V* U Lep,2024-10-03 05:05:31.154,2024-10-03 05:05:56.154,25.0
667,V* U Lep,2024-10-03 05:05:56.154,2024-10-03 05:06:21.154,25.0
668,V* U Lep,2024-10-03 05:06:21.154,2024-10-03 05:06:46.154,25.0
669,V* U Lep,2024-10-03 05:06:46.154,2024-10-03 05:07:11.154,25.0
670,V* U Lep,2024-10-03 05:07:11.154,2024-10-03 05:07:36.154,25.0
671,V* U Lep,2024-10-03 05:07:36.154,2024-10-03 05:08:01.154,25.0
672,V* U Lep,2024-10-03 05:08:01.154,2024-10-03 05:08:26.154,25.0
673,V* U Lep,2024-10-03 05:08:26.154,2024-10-03 05:08:51.154,25.0
674,V* U Lep,2024-10-03 05:08:51.154,2024-10-03 05:09:16.154,25.0
675,V* U Lep,2024-10-03 05:09:16.154,2024-10-03 05:09:41.154,25.0
676,V* U Lep,2024-10-03 05:09:41.154,2024-10-03 05:10:06.154,25.0
677,V* U Lep,2024-10-03 05:10:06.154,2024-10-03 05:10:31.154,25.0
678,V* U Lep,2024-10-03 05:10:31.154,2024-10-03 05:10:56.154,25.0
679,V* U Lep,2024-10-03 05:10:56.154,2024-10-03 05:11:21.154,25.0
680,V* U Lep,2024-10-03 05:11:21.154,2024-10-03 05:11:46.154,25.0
681,V* U Lep,2024-10-03 05:11:46.154,2024-10-03 05:12:11.154,25.0
682,V* U Lep,2024-10-03 05:12:11.154,2024-10-03 05:12:36.154,25.0
683,V* U Lep,2024-10-03 05:12:36.154,2024-10-03 05:13:01.154,25.0
684,V* U Lep,2024-10-03 05:13:01.154,2024-10-03 05:13:26.154,25.0
685,V* U Lep,2024-10-03 05:13:26.154,2024-10-03 05:13:51.154,25.0
686,V* U Lep,2024-10-03 05:13:51.154,2024-10-03 05:14:16.154,25.0
687,V* U Lep,2024-10-03 05:14:16.154,2024-10-03 05:14:41.154,25.0
688,V* U Lep,2024-10-03 05:14:41.154,2024-10-03 05:15:06.154,25.0
689,V* U Lep,2024-10-03 05:15:06.154,2024-10-03 05:15:31.154,25.0
690,V* U Lep,2024-10-03 05:15:31.154,2024-10-03 05:15:56.154,25.0
691,V* U Lep,2024-10-03 05:15:56.154,2024-10-03 05:16:21.154,25.0
692,V* U Lep,2024-10-03 05:16:21.154,2024-10-03 05:16:46.154,25.0
693,V* U Lep,2024-10-03 05:16:46.154,2024-10-03 05:17:11.154,25.0
694,V* U Lep,2024-10-03 05:17:11.154,2024-10-03 05:17:36.154,25.0
695,V* U Lep,2024-10-03 05:17:36.154,2024-10-03 05:18:01.154,25.0
696,V* U Lep,2024-10-03 05:18:01.154,2024-10-03 05:18:26.154,25.0
697,V* U Lep,2024-10-03 05:18:26.154,2024-10-03 05:18:51.154,25.0
698,V* U Lep,2024-10-03 05:18:51.154,2024-10-03 05:19:16.154,25.0
699,V* U Lep,2024-10-03 05:19:16.154,2024-10-03 05:19:41.154,25.0
700,V* U Lep,2024-10-03 05:19:41.154,2024-10-03 05:20:06.154,25.0
701,V* U Lep,2024-10-03 05:20:06.154,2024-10-03 05:20:31.154,25.0
702,V* U Lep,2024-10-03 05:20:31.154,2024-10-03 05:20:56.154,25.0
703,V* U Lep,2024-10-03 05:20:56.154,2024-10-03 05:21:21.154,25.0
704,V* U Lep,2024-10-03 05:21:21.154,2024-10-03 05:21:46.154,25.0
705,V* U Lep,2024-10-03 05:21:46.154,2024-10-03 05:22:11.154,25.0
706,V* U Lep,2024-10-03 05:22:11.154,2024-10-03 05:22:36.154,25.0
707,V* U Lep,2024-10-03 05:22:36.154,2024-10-03 05:23:01.154,25.0
708,V* U Lep,2024-10-03 05:23:01.154,2024-10-03 05:23:26.154,25.0
709,V* U Lep,2024-10-03 05:23:26.154,2024-10-03 05:23:51.154,25.0
710,V* U Lep,2024-10-03 05:23:51.154,2024-10-03 05:24:16.154,25.0
711,V* U Lep,2024-10-03 05:24:16.154,2024-10-03 05:24:41.154,25.0
712,V* U Lep,2024-10-03 05:24:41.154,2024-10-03 05:25:06.154,25.0
713,V* U Lep,2024-10-03 05:25:06.154,2024-10-03 05:25:31.154,25.0
714,V* U Lep,2024-10-03 05:25:31.154,2024-10-03 05:25:56.154,25.0
715,V* U Lep,2024-10-03 05:25:56.154,2024-10-03 05:26:21.154,25.0
716,V* U Lep,2024-10-03 05:26:21.154,2024-10-03 05:26:46.154,25.0
717,V* U Lep,2024-10-03 05:26:46.154,2024-10-03 05:27:11.154,25.0
718,V* U Lep,2024-10-03 05:27:11.154,2024-10-03 05:27:36.154,25.0
719,V* U Lep,2024-10-03 05:27:36.154,2024-10-03 05:28:01.154,25.0
720,V* U Lep,2024-10-03 05:28:01.154,2024-10-03 05:28:26.154,25.0
721,V* U Lep,2024-10-03 05:28:26.154,2024-10-03 05:28:51.154,25.0
722,V* U Lep,2024-10-03 05:28:51.154,2024-10-03 05:29:16.154,25.0
723,V* U Lep,2024-10-03 05:29:16.154,2024-10-03 05:29:41.154,25.0
724,V* U Lep,2024-10-03 05:29:41.154,2024-10-03 05:30:06.154,25.0
725,V* U Lep,2024-10-03 05:30:06.154,2024-10-03 05:30:31.154,25.0
726,V* U Lep,2024-10-03 05:30:31.154,2024-10-03 05:30:56.154,25.0
727,V* U Lep,2024-10-03 05:30:56.154,2024-10-03 05:31:21.154,25.0
728,V* U Lep,2024-10-03 05:31:21.154,2024-10-03 05:31:46.154,25.0
729,V* U Lep,2024-10-03 05:31:46.154,2024-10-03 05:32:11.154,25.0
730,V* U Lep,2024-10-03 05:32:11.154,2024-10-03 05:32:36.154,25.0
731,V* U Lep,2024-10-03 05:32:36.154,2024-10-03 05:33:01.154,25.0
732,V* U Lep,2024-10-03 05:33:01.154,2024-10-03 05:33:26.154,25.0
733,V* U Lep,2024-10-03 05:33:26.154,2024-10-03 05:33:51.154,25.0
734,V* U Lep,2024-10-03 05:33:51.154,2024-10-03 05:34:16.154,25.0
735,V* U Lep,2024-10-03 05:34:16.154,2024-10-03 05:34:41.154,25.0
736,V* U Lep,2024-10-03 05:34:41.154,2024-10-03 05:35:06.154,25.0
737,V* U Lep,2024-10-03 05:35:06.154,2024-10-03 05:35:31.154,25.0
738,V* U Lep,2024-10-03 05:35:31.154,2024-10-03 05:35:56.154,25.0
739,V* U Lep,2024-10-03 05:35:56.154,2024-10-03 05:36:21.154,25.0
740,V* U Lep,2024-10-03 05:36:21.154,2024-10-03 05:36:46.154,25.0
741,V* U Lep,2024-10-03 05:36:46.154,2024-10-03 05:37:11.154,25.0
742,V* U Lep,2024-10-03 05:37:11.154,2024-10-03 05:37:36.154,25.0
743,V* U Lep,2024-10-03 05:37:36.154,2024-10-03 05:38:01.154,25.0
744,V* U Lep,2024-10-03 05:38:01.154,2024-10-03 05:38:26.154,25.0
745,V* U Lep,2024-10-03 05:38:26.154,2024-10-03 05:38:51.154,25.0
746,V* U Lep,2024-10-03 05:38:51.154,2024-10-03 05:39:16.154,25.0
747,V* U Lep,2024-10-03 05:39:16.154,2024-10-03 05:39:41.154,25.0
748,V* U Lep,2024-10-03 05:39:41.154,2024-10-03 05:40:06.154,25.0
749,V* U Lep,2024-10-03 05:40:06.154,2024-10-03 05:40:31.154,25.0
750,V* U Lep,2024-10-03 05:40:31.154,2024-10-03 05:40:56.154,25.0
751,V* U Lep,2024-10-03 05:40:56.154,2024-10-03 05:41:21.154,25.0
752,V* U Lep,2024-10-03 05:41:21.154,2024-10-03 05:41:46.154,25.0
